21652 993 5.0
21652 9220 5.0
21652 6470 4.0
21652 9238 5.0
21652 5497 4.0
3673 4381 5.0
3673 8429 5.0
3673 1609 4.0
3673 3310 5.0
3673 6123 4.0
3673 7641 3.0
3673 6264 4.0
3673 10255 5.0
3673 9379 5.0
3673 5086 4.0
3673 2777 4.0
3673 6871 2.0
3673 3535 4.0
3673 94 5.0
3673 4924 4.0
3673 2955 5.0
3673 8830 4.0
3673 4062 3.0
19666 3570 3.0
19666 4665 5.0
19666 4880 5.0
19666 215 5.0
19666 7109 1.0
19666 1122 4.0
19666 4727 5.0
19666 5525 5.0
19666 845 5.0
19666 9610 5.0
19666 698 5.0
19666 10364 5.0
19666 559 5.0
19666 4472 5.0
14456 9295 3.0
14456 8282 4.0
14456 213 5.0
14456 4642 5.0
14456 30 5.0
14456 9610 4.0
14456 6602 5.0
14456 2154 5.0
14456 4330 4.0
14456 2523 5.0
14456 2372 4.0
14456 4494 5.0
14456 5179 5.0
14456 6676 3.0
14456 8997 5.0
14456 4171 4.0
14456 9209 5.0
14456 4897 5.0
14456 5390 3.0
14456 6590 3.0
7542 3752 5.0
7542 981 5.0
7542 8827 5.0
7542 6806 5.0
7542 8579 5.0
22089 7858 5.0
22089 4009 1.0
22089 9610 5.0
22089 5565 4.0
22089 1196 5.0
22089 2282 5.0
22089 7227 5.0
22089 6561 5.0
22089 6143 5.0
22089 10118 5.0
22089 2550 5.0
12107 9512 4.0
12107 2624 5.0
12107 9610 5.0
12107 5643 5.0
12107 321 5.0
12284 983 4.0
12284 54 5.0
12284 321 5.0
12284 9610 5.0
12284 6248 5.0
12284 215 4.0
12284 4580 4.0
12284 3348 5.0
12284 4009 3.0
12284 6331 5.0
12284 9864 5.0
12284 8694 4.0
12284 2709 2.0
12284 7738 4.0
12284 4496 5.0
6684 8196 5.0
6684 5538 5.0
6684 5731 3.0
6684 8757 5.0
6684 2687 5.0
6684 8565 4.0
6684 1854 2.0
6684 1054 4.0
6684 3995 4.0
6684 9458 4.0
6684 4979 4.0
6684 8201 4.0
6684 1693 4.0
6684 7197 5.0
6684 9610 5.0
6684 4582 5.0
6684 5390 5.0
6684 2256 1.0
6684 6812 5.0
6684 6441 4.0
6684 6470 4.0
6684 9473 5.0
1717 10502 5.0
1717 7610 5.0
1717 3397 4.0
1717 3885 4.0
1717 9610 3.0
1717 2467 5.0
1717 1584 1.0
889 2234 5.0
889 7385 5.0
