10196 3766 1.0
10196 7027 4.0
10196 132 5.0
10196 4095 4.0
10196 5395 5.0
10196 177 5.0
10196 2875 2.0
10196 5117 1.0
10196 7633 1.0
10196 5092 1.0
10196 8425 5.0
10196 421 5.0
4245 7750 5.0
4245 3385 4.0
4245 1436 5.0
4245 7093 5.0
4245 1368 5.0
4245 6238 5.0
4245 3224 4.0
4245 8339 3.0
4245 8819 1.0
4245 899 1.0
4245 5975 5.0
9014 1431 1.0
9014 3960 5.0
9014 581 4.0
9014 2312 5.0
9014 2742 5.0
9014 5184 5.0
9014 4495 5.0
395 2388 5.0
395 4417 5.0
395 8044 5.0
395 9677 5.0
395 4387 5.0
395 4631 5.0
395 2227 5.0
395 4648 5.0
395 3010 5.0
395 7664 5.0
395 5327 5.0
395 1879 5.0
395 8252 5.0
395 8027 5.0
395 7440 5.0
395 4665 5.0
395 2305 5.0
395 8142 5.0
395 7800 5.0
395 7919 5.0
395 4870 5.0
395 3017 5.0
395 8869 4.0
10872 8269 5.0
10872 6166 5.0
10872 7173 5.0
10872 501 5.0
10872 3354 4.0
2544 5015 1.0
2544 7287 5.0
2544 2472 5.0
2544 8430 5.0
2544 8225 5.0
2544 9365 1.0
2544 5086 2.0
2544 2010 1.0
1095 8269 5.0
1095 7170 4.0
1095 6008 5.0
1095 3748 5.0
1095 9561 5.0
1095 1980 4.0
1095 1362 1.0
1095 7664 5.0
1095 5425 5.0
1095 4276 3.0
1095 5843 5.0
1095 942 3.0
1095 492 2.0
1095 9544 3.0
1095 4912 5.0
1095 9439 4.0
1095 7187 5.0
1095 8754 5.0
1095 8735 1.0
1095 5704 1.0
1095 2528 1.0
1095 558 3.0
1095 4225 1.0
1095 9698 5.0
1095 5453 3.0
1095 7809 4.0
1095 4086 1.0
1095 5054 5.0
1095 7129 3.0
1095 1937 5.0
1095 6115 5.0
1095 6371 5.0
1095 6823 5.0
1095 918 5.0
1095 6037 5.0
1095 3873 5.0
1095 501 5.0
1095 321 5.0
1095 5327 5.0
1095 5530 5.0
1095 2724 1.0
1095 3854 5.0
1095 5557 5.0
1095 1208 2.0
1095 4349 5.0
1095 4335 1.0
1095 216 1.0
1095 7207 5.0
1095 7851 5.0
1095 5597 5.0
1095 3245 5.0
1095 7644 5.0
1095 2591 3.0
1095 5371 1.0
1095 7707 3.0
1095 6084 5.0
1095 4930 5.0
1095 8373 5.0
1095 5318 4.0
1095 3122 5.0
1095 5155 1.0
1095 1866 5.0
1095 2258 5.0
1095 8897 5.0
1095 5304 5.0
1095 3041 5.0
1095 4900 5.0
1095 5658 3.0
1095 8206 1.0
1095 7668 2.0
1095 5531 5.0
1095 5094 5.0
1095 8239 2.0
1095 6602 4.0
1095 1393 1.0
1095 6795 2.0
1095 7336 5.0
1095 9136 2.0
1095 9195 1.0
1095 598 1.0
1095 9330 2.0
1095 7587 3.0
1095 7173 5.0
1095 9580 4.0
1095 3345 5.0
1095 9737 5.0
1095 7634 1.0
1095 5467 1.0
1095 899 3.0
1095 1496 5.0
1095 7967 1.0
1095 6891 5.0
1095 3558 5.0
1095 10018 1.0
1095 5273 2.0
1095 7234 1.0
1095 6114 4.0
1095 5156 1.0
1095 5749 1.0
1095 7502 1.0
1095 4327 5.0
1095 5092 1.0
1095 8484 5.0
1095 1028 4.0
1095 2388 5.0
1095 9813 3.0
1095 9298 4.0
1095 6030 1.0
1095 6877 1.0
1095 4812 4.0
1095 8406 2.0
1095 3710 2.0
1095 561 2.0
1095 9056 1.0
1095 4284 2.0
1095 605 1.0
1095 6168 1.0
1095 2668 4.0
1095 1342 5.0
1095 7046 1.0
1095 8701 2.0
1095 2892 4.0
1095 8042 4.0
1095 4763 5.0
1095 599 2.0
1095 5976 1.0
1095 10004 3.0
1095 4230 1.0
1095 9221 4.0
1095 5608 1.0
1095 94 1.0
1095 5455 5.0
1095 1344 5.0
1095 6306 4.0
1095 7366 4.0
1095 1479 4.0
1095 4605 3.0
1095 3720 4.0
1095 3680 1.0
1095 5107 5.0
1095 5761 2.0
1095 28 3.0
1095 3341 3.0
1095 8400 1.0
1095 5709 1.0
1095 8332 1.0
1095 6694 5.0
1095 350 3.0
1095 2826 1.0
1095 3611 1.0
1095 3058 4.0
1095 7909 4.0
1095 7839 3.0
1095 4691 1.0
1095 7316 1.0
1095 2126 5.0
1095 1151 4.0
1095 5783 1.0
1095 6587 5.0
1095 4208 1.0
1095 1251 1.0
1095 1284 1.0
1095 2423 4.0
1095 199 5.0
1095 1507 5.0
1095 5807 5.0
1095 2080 5.0
1095 7346 1.0
1095 9029 5.0
1095 897 1.0
1095 2961 4.0
1095 1793 1.0
1095 7099 1.0
1095 1204 5.0
1095 279 4.0
1095 84 2.0
1095 6425 5.0
1095 7482 5.0
1095 7918 2.0
1095 9786 5.0
1095 1947 1.0
1095 9620 1.0
1095 160 3.0
1095 874 5.0
1095 7583 4.0
1095 4167 1.0
1095 1558 1.0
1095 2680 1.0
1095 292 4.0
1095 9220 5.0
1095 7257 5.0
1095 9522 4.0
1095 6424 2.0
1095 5058 1.0
1095 134 5.0
1095 5594 4.0
1095 8719 5.0
1095 7876 1.0
1095 7866 3.0
1095 4619 1.0
1095 6287 1.0
1095 3378 4.0
1095 3072 5.0
1095 5322 5.0
1095 8065 5.0
